Brand,Price,Rating,Rating_Count,Product_Title,Product_URL,Product Title,Rank
overa,3999,0.0,0,overa intelligent electronic locks with 2 keys invisible sensor cabinet padlock ic card unlock lock wardrobe hardware diy smart sensor hidden safety digital cabinet lock/electronic drawer locks,https://amazon.in/Intelligent-Electronic-Invisible-Wardrobe-Hardware/dp/B0CWPCHBQC/ref=sr_1_247?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9._zUEnmCrdcn2sDDKHKoIEPeC2s879JzSb5Y77YAvtEkD0esIjD4_S1O5KVXGGjl0nakTpvKY1Q4br74GBprGoOXCi9LsulIb0oaxVlv1SURqhugfwFZw5_UYy0x3JmwqJ9HFP4TYg4UyF-a_-jV2E8RUAqz-DLj8_fUX2dI4X1dWC_slsX0wYt0iDAcaBwtDxhcvz6OvRC5a2svrucVKsJCcfRpyTm6J5mjwYyQhCDzBN35FCgDn2plQD28TkHvmfU72T7dGYtp82NHql6y_xcKlTKAEfqWTI6qObC2OqAA.TiwjC_wFS_jS9o8-GWN9I8-9Nm0Yqq3SFx9hsBg0pGI&dib_tag=se&keywords=smart+lock&qid=1730095184&sprefix=smart+lock%2Caps%2C209&sr=8-247,overa intelligent electronic locks with 2 keys invisible sensor cabinet padlock ic card unlock lock wardrobe hardware diy smart sensor hidden safety digital cabinet lock/electronic drawer locks,235.0
safe bharat,14999,0.0,0,fully auto door lock supports multiple modes digital code password key card lock smart intelligent safe electronic lock with camera for apartment main door and app - usmartgo,https://amazon.in/Supports-Intelligent-Safe-Electronic-Apartment/dp/B0CJ5JR2MJ/ref=sr_1_248?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9._zUEnmCrdcn2sDDKHKoIEPeC2s879JzSb5Y77YAvtEkD0esIjD4_S1O5KVXGGjl0nakTpvKY1Q4br74GBprGoOXCi9LsulIb0oaxVlv1SURqhugfwFZw5_UYy0x3JmwqJ9HFP4TYg4UyF-a_-jV2E8RUAqz-DLj8_fUX2dI4X1dWC_slsX0wYt0iDAcaBwtDxhcvz6OvRC5a2svrucVKsJCcfRpyTm6J5mjwYyQhCDzBN35FCgDn2plQD28TkHvmfU72T7dGYtp82NHql6y_xcKlTKAEfqWTI6qObC2OqAA.TiwjC_wFS_jS9o8-GWN9I8-9Nm0Yqq3SFx9hsBg0pGI&dib_tag=se&keywords=smart+lock&qid=1730095184&sprefix=smart+lock%2Caps%2C209&sr=8-248,fully auto door lock supports multiple modes digital code password key card lock smart intelligent safe electronic lock with camera for apartment main door and app - usmartgo,236.0
lavna,11390,0.0,1001,"lavna aluminium smart digital door lock with fingerprint,bluetooth + wifi,mobile app,otp,pin,rfid card and manual key access for wooden doors(la24 black)(camera)",https://amazon.in/sspa/click?ie=UTF8&spc=MTo2OTE3ODgwNjMyNjM3ODgxOjE3MzAwOTUxODQ6c3BfYnRmOjMwMDE5NzExNDQ5MDAzMjo6MDo6&url=%2FLAVNA-Fingerprint-Bluetooth-LA24-Camera%2Fdp%2FB0CTHPNRKN%2Fref%3Dsr_1_249_sspa%3Fcrid%3D3MNJ4J5A0A3FY%26dib%3DeyJ2IjoiMSJ9._zUEnmCrdcn2sDDKHKoIEPeC2s879JzSb5Y77YAvtEkD0esIjD4_S1O5KVXGGjl0nakTpvKY1Q4br74GBprGoOXCi9LsulIb0oaxVlv1SURqhugfwFZw5_UYy0x3JmwqJ9HFP4TYg4UyF-a_-jV2E8RUAqz-DLj8_fUX2dI4X1dWC_slsX0wYt0iDAcaBwtDxhcvz6OvRC5a2svrucVKsJCcfRpyTm6J5mjwYyQhCDzBN35FCgDn2plQD28TkHvmfU72T7dGYtp82NHql6y_xcKlTKAEfqWTI6qObC2OqAA.TiwjC_wFS_jS9o8-GWN9I8-9Nm0Yqq3SFx9hsBg0pGI%26dib_tag%3Dse%26keywords%3Dsmart%2Block%26qid%3D1730095184%26sprefix%3Dsmart%2Block%252Caps%252C209%26sr%3D8-249-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"lavna aluminium smart digital door lock with fingerprint,bluetooth + wifi,mobile app,otp,pin,rfid card and manual key access for wooden doors(la24 black)(camera)",18.0
lavna,3180,0.0,96,"lavna zinc la15 smart digital door lock with fingerprint, mobile app and manual key access, suitable for 28 mm to 55mm wooden door fit with right n left door handle (black)",https://amazon.in/sspa/click?ie=UTF8&spc=MTo2OTE3ODgwNjMyNjM3ODgxOjE3MzAwOTUxODQ6c3BfYnRmOjMwMDEzNzk5NjUwNTEzMjo6MDo6&url=%2FLAVNA-LA15-Digital-Fingerprint-Suitable%2Fdp%2FB0CSFPPLMG%2Fref%3Dsr_1_250_sspa%3Fcrid%3D3MNJ4J5A0A3FY%26dib%3DeyJ2IjoiMSJ9._zUEnmCrdcn2sDDKHKoIEPeC2s879JzSb5Y77YAvtEkD0esIjD4_S1O5KVXGGjl0nakTpvKY1Q4br74GBprGoOXCi9LsulIb0oaxVlv1SURqhugfwFZw5_UYy0x3JmwqJ9HFP4TYg4UyF-a_-jV2E8RUAqz-DLj8_fUX2dI4X1dWC_slsX0wYt0iDAcaBwtDxhcvz6OvRC5a2svrucVKsJCcfRpyTm6J5mjwYyQhCDzBN35FCgDn2plQD28TkHvmfU72T7dGYtp82NHql6y_xcKlTKAEfqWTI6qObC2OqAA.TiwjC_wFS_jS9o8-GWN9I8-9Nm0Yqq3SFx9hsBg0pGI%26dib_tag%3Dse%26keywords%3Dsmart%2Block%26qid%3D1730095184%26sprefix%3Dsmart%2Block%252Caps%252C209%26sr%3D8-250-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"lavna zinc la15 smart digital door lock with fingerprint, mobile app and manual key access, suitable for 28 mm to 55mm wooden door fit with right n left door handle (black)",5.0
golens,12290,0.0,116,golens x95 luxury smart door lock | 7 ways unlocking |3d face id| fingerprint | mobile app | rfid card | pin | mechanical key |camera technology| keyless entry digital lock (2 year warranty),https://amazon.in/sspa/click?ie=UTF8&spc=MTo2OTE3ODgwNjMyNjM3ODgxOjE3MzAwOTUxODQ6c3BfYnRmOjMwMDM3NTA5OTQ3MzgzMjo6MDo6&url=%2FGolens-X95-Recognition-Fingerprint-Mechanical%2Fdp%2FB0CBQD2SYM%2Fref%3Dsr_1_251_sspa%3Fcrid%3D3MNJ4J5A0A3FY%26dib%3DeyJ2IjoiMSJ9._zUEnmCrdcn2sDDKHKoIEPeC2s879JzSb5Y77YAvtEkD0esIjD4_S1O5KVXGGjl0nakTpvKY1Q4br74GBprGoOXCi9LsulIb0oaxVlv1SURqhugfwFZw5_UYy0x3JmwqJ9HFP4TYg4UyF-a_-jV2E8RUAqz-DLj8_fUX2dI4X1dWC_slsX0wYt0iDAcaBwtDxhcvz6OvRC5a2svrucVKsJCcfRpyTm6J5mjwYyQhCDzBN35FCgDn2plQD28TkHvmfU72T7dGYtp82NHql6y_xcKlTKAEfqWTI6qObC2OqAA.TiwjC_wFS_jS9o8-GWN9I8-9Nm0Yqq3SFx9hsBg0pGI%26dib_tag%3Dse%26keywords%3Dsmart%2Block%26qid%3D1730095184%26sprefix%3Dsmart%2Block%252Caps%252C209%26sr%3D8-251-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,golens x95 luxury smart door lock | 7 ways unlocking |3d face id| fingerprint | mobile app | rfid card | pin | mechanical key |camera technology| keyless entry digital lock (2 year warranty),68.0
atomberg,13999,0.0,130,atomberg sl 1 smart door lock | 6 ways unlocking | fingerprint | pin | otp | nfc card | atomberg home app (data stored in india)| key | 5 stainless steel bolt | 2 year warranty by atomberg (rose gold),https://amazon.in/sspa/click?ie=UTF8&spc=MTo2OTE3ODgwNjMyNjM3ODgxOjE3MzAwOTUxODQ6c3BfYnRmOjMwMDMyMzU1MDMxMzYzMjo6MDo6&url=%2FUnlocking-Fingerprint-Bluetooth-Mechanical-Stainless%2Fdp%2FB0C2CS3FNJ%2Fref%3Dsr_1_252_sspa%3Fcrid%3D3MNJ4J5A0A3FY%26dib%3DeyJ2IjoiMSJ9._zUEnmCrdcn2sDDKHKoIEPeC2s879JzSb5Y77YAvtEkD0esIjD4_S1O5KVXGGjl0nakTpvKY1Q4br74GBprGoOXCi9LsulIb0oaxVlv1SURqhugfwFZw5_UYy0x3JmwqJ9HFP4TYg4UyF-a_-jV2E8RUAqz-DLj8_fUX2dI4X1dWC_slsX0wYt0iDAcaBwtDxhcvz6OvRC5a2svrucVKsJCcfRpyTm6J5mjwYyQhCDzBN35FCgDn2plQD28TkHvmfU72T7dGYtp82NHql6y_xcKlTKAEfqWTI6qObC2OqAA.TiwjC_wFS_jS9o8-GWN9I8-9Nm0Yqq3SFx9hsBg0pGI%26dib_tag%3Dse%26keywords%3Dsmart%2Block%26qid%3D1730095184%26sprefix%3Dsmart%2Block%252Caps%252C209%26sr%3D8-252-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,atomberg sl 1 smart door lock | 6 ways unlocking | fingerprint | pin | otp | nfc card | atomberg home app (data stored in india)| key | 5 stainless steel bolt | 2 year warranty by atomberg (rose gold),237.0
urban,14999,0.0,14,"urban company native smart door lock pro with camera | 6-way unlock—fingerprint, belllink, uc app (wifi), pin, rfid, key | 3-year warranty | free uc installation | 100% data security | cosmic blue",https://amazon.in/sspa/click?ie=UTF8&spc=MToyNzAxNDM3NDI2MDc3MTU1OjE3MzAwOTQwMDg6c3BfYXRmX25leHQ6MzAwMzcwODU0NjM2MDMyOjowOjo&url=%2FNative-Unlock-Fingerprint-BellLink-UC-Installation%2Fdp%2FB0DJGYW9R9%2Fref%3Dsr_1_146_sspa%3Fcrid%3D3MNJ4J5A0A3FY%26dib%3DeyJ2IjoiMSJ9.RyodSdKikAn7_-41kike1keVNLMDfZH3thFPmK8FqPOE5BXDZJTc4eUhKu-6IOhTVe9h1g86p-g9SDuNX4jD_PF1Vn6b679y33ILJaBcmGXoT0Sf8weOo0nGUFHF8AhtebZ7vDwzQz7-jOoq7Rk6nUHbFGG7XVICymRkHNQoGfA7SNhrqYF7TIW_bxbgdQz3j7xKmd_akjGmLkrqN_BiBNXVIYj8EYN5-aItpvTBOJrpQ2xTiP0NJ6wFbEZz9slI0h7FjHoE0BYII8nV2u1ZPEy_1dvanpglIQyfGgj9yxw.KXF2HN57wMdMHOfDal7cpDkFVPJM7QKKigI5-rNp77I%26dib_tag%3Dse%26keywords%3Dsmart%2Block%26qid%3D1730094008%26sprefix%3Dsmart%2Block%252Caps%252C209%26sr%3D8-146-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"urban company native smart door lock pro with camera | 6-way unlock—fingerprint, belllink, uc app (wifi), pin, rfid, key | 3-year warranty | free uc installation | 100% data security | cosmic blue",9.0
robsync,5489,0.0,28,"robsync smart electronic door lock with inbuilt wifi controller device main gate lock|heavy duty lock 3 ways unlocking wifi mobile app, remote & physical keys suitable for ss, ms, wooden doors - metal",https://amazon.in/Electronic-Lock-Controller-Main-Gate/dp/B0CBBPYMHR/ref=sr_1_149?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.RyodSdKikAn7_-41kike1keVNLMDfZH3thFPmK8FqPOE5BXDZJTc4eUhKu-6IOhTVe9h1g86p-g9SDuNX4jD_PF1Vn6b679y33ILJaBcmGXoT0Sf8weOo0nGUFHF8AhtebZ7vDwzQz7-jOoq7Rk6nUHbFGG7XVICymRkHNQoGfA7SNhrqYF7TIW_bxbgdQz3j7xKmd_akjGmLkrqN_BiBNXVIYj8EYN5-aItpvTBOJrpQ2xTiP0NJ6wFbEZz9slI0h7FjHoE0BYII8nV2u1ZPEy_1dvanpglIQyfGgj9yxw.KXF2HN57wMdMHOfDal7cpDkFVPJM7QKKigI5-rNp77I&dib_tag=se&keywords=smart+lock&qid=1730094008&sprefix=smart+lock%2Caps%2C209&sr=8-149,"robsync smart electronic door lock with inbuilt wifi controller device main gate lock|heavy duty lock 3 ways unlocking wifi mobile app, remote & physical keys suitable for ss, ms, wooden doors - metal",143.0
a2z smart locks,12999,0.0,4,"a2z smart locks-gb one smart lock. face id, fingerprint, password, rfid card, app andmechanical key entry, 4.3"" display.",https://amazon.in/A2Z-SMART-LOCKS-GB-Fingerprint-andMechanical/dp/B0DC4DRQVB/ref=sr_1_150?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.RyodSdKikAn7_-41kike1keVNLMDfZH3thFPmK8FqPOE5BXDZJTc4eUhKu-6IOhTVe9h1g86p-g9SDuNX4jD_PF1Vn6b679y33ILJaBcmGXoT0Sf8weOo0nGUFHF8AhtebZ7vDwzQz7-jOoq7Rk6nUHbFGG7XVICymRkHNQoGfA7SNhrqYF7TIW_bxbgdQz3j7xKmd_akjGmLkrqN_BiBNXVIYj8EYN5-aItpvTBOJrpQ2xTiP0NJ6wFbEZz9slI0h7FjHoE0BYII8nV2u1ZPEy_1dvanpglIQyfGgj9yxw.KXF2HN57wMdMHOfDal7cpDkFVPJM7QKKigI5-rNp77I&dib_tag=se&keywords=smart+lock&qid=1730094008&sprefix=smart+lock%2Caps%2C209&sr=8-150,"a2z smart locks-gb one smart lock. face id, fingerprint, password, rfid card, app andmechanical key entry, 4.3"" display.",144.0
smart icards,1249,0.0,2,smart icards; single door 12v dc 600lbs electromagnetic lock/em lock for access control with led (silver),https://amazon.in/Smart-iCards-Single-Electromagnetic-Control/dp/B0821FBDDJ/ref=sr_1_151?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.RyodSdKikAn7_-41kike1keVNLMDfZH3thFPmK8FqPOE5BXDZJTc4eUhKu-6IOhTVe9h1g86p-g9SDuNX4jD_PF1Vn6b679y33ILJaBcmGXoT0Sf8weOo0nGUFHF8AhtebZ7vDwzQz7-jOoq7Rk6nUHbFGG7XVICymRkHNQoGfA7SNhrqYF7TIW_bxbgdQz3j7xKmd_akjGmLkrqN_BiBNXVIYj8EYN5-aItpvTBOJrpQ2xTiP0NJ6wFbEZz9slI0h7FjHoE0BYII8nV2u1ZPEy_1dvanpglIQyfGgj9yxw.KXF2HN57wMdMHOfDal7cpDkFVPJM7QKKigI5-rNp77I&dib_tag=se&keywords=smart+lock&qid=1730094008&sprefix=smart+lock%2Caps%2C209&sr=8-151,smart icards; single door 12v dc 600lbs electromagnetic lock/em lock for access control with led (silver),128.0
escozor,5499,0.0,2,escozor® metal smart biometric digital lever lock fingerprint for doors | bedroom | office | apartment unlock using fingerprint & manual keys (mfk01),https://amazon.in/Escozor%C2%AE-Biometric-Fingerprint-Apartment-MFK01/dp/B09YTV2K5W/ref=sr_1_152?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.RyodSdKikAn7_-41kike1keVNLMDfZH3thFPmK8FqPOE5BXDZJTc4eUhKu-6IOhTVe9h1g86p-g9SDuNX4jD_PF1Vn6b679y33ILJaBcmGXoT0Sf8weOo0nGUFHF8AhtebZ7vDwzQz7-jOoq7Rk6nUHbFGG7XVICymRkHNQoGfA7SNhrqYF7TIW_bxbgdQz3j7xKmd_akjGmLkrqN_BiBNXVIYj8EYN5-aItpvTBOJrpQ2xTiP0NJ6wFbEZz9slI0h7FjHoE0BYII8nV2u1ZPEy_1dvanpglIQyfGgj9yxw.KXF2HN57wMdMHOfDal7cpDkFVPJM7QKKigI5-rNp77I&dib_tag=se&keywords=smart+lock&qid=1730094008&sprefix=smart+lock%2Caps%2C209&sr=8-152,escozor® metal smart biometric digital lever lock fingerprint for doors | bedroom | office | apartment unlock using fingerprint & manual keys (mfk01),145.0
ozone,1768,0.0,102,"ozone round, handy, and compact master pin code access automatic smart furniture locking black (pack of 1)",https://amazon.in/Ozone-Smart-Biometric-Furniture-Ozfl-88-P/dp/B084N4YWQT/ref=sr_1_153?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.RyodSdKikAn7_-41kike1keVNLMDfZH3thFPmK8FqPOE5BXDZJTc4eUhKu-6IOhTVe9h1g86p-g9SDuNX4jD_PF1Vn6b679y33ILJaBcmGXoT0Sf8weOo0nGUFHF8AhtebZ7vDwzQz7-jOoq7Rk6nUHbFGG7XVICymRkHNQoGfA7SNhrqYF7TIW_bxbgdQz3j7xKmd_akjGmLkrqN_BiBNXVIYj8EYN5-aItpvTBOJrpQ2xTiP0NJ6wFbEZz9slI0h7FjHoE0BYII8nV2u1ZPEy_1dvanpglIQyfGgj9yxw.KXF2HN57wMdMHOfDal7cpDkFVPJM7QKKigI5-rNp77I&dib_tag=se&keywords=smart+lock&qid=1730094008&sprefix=smart+lock%2Caps%2C209&sr=8-153,"ozone round, handy, and compact master pin code access automatic smart furniture locking black (pack of 1)",146.0
lavna,3899,0.0,2,lavna zinc alloy and stainless steel hotel digital door lock with rfid card and manual key access for hotel|resort|pg room doors support mobile app(lh300)(black),https://amazon.in/LAVNA-Digital-Manual-support-LH300/dp/B0CSFPRCNZ/ref=sr_1_154?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.RyodSdKikAn7_-41kike1keVNLMDfZH3thFPmK8FqPOE5BXDZJTc4eUhKu-6IOhTVe9h1g86p-g9SDuNX4jD_PF1Vn6b679y33ILJaBcmGXoT0Sf8weOo0nGUFHF8AhtebZ7vDwzQz7-jOoq7Rk6nUHbFGG7XVICymRkHNQoGfA7SNhrqYF7TIW_bxbgdQz3j7xKmd_akjGmLkrqN_BiBNXVIYj8EYN5-aItpvTBOJrpQ2xTiP0NJ6wFbEZz9slI0h7FjHoE0BYII8nV2u1ZPEy_1dvanpglIQyfGgj9yxw.KXF2HN57wMdMHOfDal7cpDkFVPJM7QKKigI5-rNp77I&dib_tag=se&keywords=smart+lock&qid=1730094008&sprefix=smart+lock%2Caps%2C209&sr=8-154,lavna zinc alloy and stainless steel hotel digital door lock with rfid card and manual key access for hotel|resort|pg room doors support mobile app(lh300)(black),147.0
auslese,15500,0.0,0,auslese® camsight wifi smart biometric door lock with camera and screen | app support | finger print | rfid | passcode | mechanical key | otp | free installation | 2 years warranty,https://amazon.in/Auslese%C2%AE-CamSight-Biometric-Mechanical-Installation/dp/B0DJJX9432/ref=sr_1_155?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.RyodSdKikAn7_-41kike1keVNLMDfZH3thFPmK8FqPOE5BXDZJTc4eUhKu-6IOhTVe9h1g86p-g9SDuNX4jD_PF1Vn6b679y33ILJaBcmGXoT0Sf8weOo0nGUFHF8AhtebZ7vDwzQz7-jOoq7Rk6nUHbFGG7XVICymRkHNQoGfA7SNhrqYF7TIW_bxbgdQz3j7xKmd_akjGmLkrqN_BiBNXVIYj8EYN5-aItpvTBOJrpQ2xTiP0NJ6wFbEZz9slI0h7FjHoE0BYII8nV2u1ZPEy_1dvanpglIQyfGgj9yxw.KXF2HN57wMdMHOfDal7cpDkFVPJM7QKKigI5-rNp77I&dib_tag=se&keywords=smart+lock&qid=1730094008&sprefix=smart+lock%2Caps%2C209&sr=8-155,auslese® camsight wifi smart biometric door lock with camera and screen | app support | finger print | rfid | passcode | mechanical key | otp | free installation | 2 years warranty,148.0
auslese,2299,0.0,0,"auslese® mini smart fingerprint padlock usb rechargeable biometric keyless ip65 waterproof thumbprint padlock for locker, luggage, gym, suitcase",https://amazon.in/Fingerprint-Rechargeable-IP65-Waterproof-Thumbprint/dp/B0DJMDLHJ6/ref=sr_1_156?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.RyodSdKikAn7_-41kike1keVNLMDfZH3thFPmK8FqPOE5BXDZJTc4eUhKu-6IOhTVe9h1g86p-g9SDuNX4jD_PF1Vn6b679y33ILJaBcmGXoT0Sf8weOo0nGUFHF8AhtebZ7vDwzQz7-jOoq7Rk6nUHbFGG7XVICymRkHNQoGfA7SNhrqYF7TIW_bxbgdQz3j7xKmd_akjGmLkrqN_BiBNXVIYj8EYN5-aItpvTBOJrpQ2xTiP0NJ6wFbEZz9slI0h7FjHoE0BYII8nV2u1ZPEy_1dvanpglIQyfGgj9yxw.KXF2HN57wMdMHOfDal7cpDkFVPJM7QKKigI5-rNp77I&dib_tag=se&keywords=smart+lock&qid=1730094008&sprefix=smart+lock%2Caps%2C209&sr=8-156,"auslese® mini smart fingerprint padlock usb rechargeable biometric keyless ip65 waterproof thumbprint padlock for locker, luggage, gym, suitcase",149.0
jenix,2200,0.0,0,jenix smart biometric fingerprint digital lock for cabinet or drawer i electric fingerprint keyless hidden file drawer wardrobe wooden furniture cabinet privacy lock with 1 year warranty,https://amazon.in/Biometric-Fingerprint-Electric-Wardrobe-Furniture/dp/B09X24RRNC/ref=sr_1_157?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.RyodSdKikAn7_-41kike1keVNLMDfZH3thFPmK8FqPOE5BXDZJTc4eUhKu-6IOhTVe9h1g86p-g9SDuNX4jD_PF1Vn6b679y33ILJaBcmGXoT0Sf8weOo0nGUFHF8AhtebZ7vDwzQz7-jOoq7Rk6nUHbFGG7XVICymRkHNQoGfA7SNhrqYF7TIW_bxbgdQz3j7xKmd_akjGmLkrqN_BiBNXVIYj8EYN5-aItpvTBOJrpQ2xTiP0NJ6wFbEZz9slI0h7FjHoE0BYII8nV2u1ZPEy_1dvanpglIQyfGgj9yxw.KXF2HN57wMdMHOfDal7cpDkFVPJM7QKKigI5-rNp77I&dib_tag=se&keywords=smart+lock&qid=1730094008&sprefix=smart+lock%2Caps%2C209&sr=8-157,jenix smart biometric fingerprint digital lock for cabinet or drawer i electric fingerprint keyless hidden file drawer wardrobe wooden furniture cabinet privacy lock with 1 year warranty,119.0
escozor,2349,0.0,0,"escozor® dfl03 with app smart furniture digital keyless lock for home (fingerprint lock with mobile app control), polished finish (black) (smart life app)",https://amazon.in/Escozor%C2%AE-DFL03-App-Furniture-Fingerprint/dp/B0DBVRFZBK/ref=sr_1_158?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.RyodSdKikAn7_-41kike1keVNLMDfZH3thFPmK8FqPOE5BXDZJTc4eUhKu-6IOhTVe9h1g86p-g9SDuNX4jD_PF1Vn6b679y33ILJaBcmGXoT0Sf8weOo0nGUFHF8AhtebZ7vDwzQz7-jOoq7Rk6nUHbFGG7XVICymRkHNQoGfA7SNhrqYF7TIW_bxbgdQz3j7xKmd_akjGmLkrqN_BiBNXVIYj8EYN5-aItpvTBOJrpQ2xTiP0NJ6wFbEZz9slI0h7FjHoE0BYII8nV2u1ZPEy_1dvanpglIQyfGgj9yxw.KXF2HN57wMdMHOfDal7cpDkFVPJM7QKKigI5-rNp77I&dib_tag=se&keywords=smart+lock&qid=1730094008&sprefix=smart+lock%2Caps%2C209&sr=8-158,"escozor® dfl03 with app smart furniture digital keyless lock for home (fingerprint lock with mobile app control), polished finish (black) (smart life app)",150.0
navkar systems,5999,0.0,0,"navkar systems weatherproof finger card pin remote mobile app access control panel with 2 remotes, can operate any electronic lock using finger card pin remote smart life app",https://amazon.in/Systems-Weatherproof-Control-Remotes-Electronic/dp/B0DFHG7VNS/ref=sr_1_159?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.RyodSdKikAn7_-41kike1keVNLMDfZH3thFPmK8FqPOE5BXDZJTc4eUhKu-6IOhTVe9h1g86p-g9SDuNX4jD_PF1Vn6b679y33ILJaBcmGXoT0Sf8weOo0nGUFHF8AhtebZ7vDwzQz7-jOoq7Rk6nUHbFGG7XVICymRkHNQoGfA7SNhrqYF7TIW_bxbgdQz3j7xKmd_akjGmLkrqN_BiBNXVIYj8EYN5-aItpvTBOJrpQ2xTiP0NJ6wFbEZz9slI0h7FjHoE0BYII8nV2u1ZPEy_1dvanpglIQyfGgj9yxw.KXF2HN57wMdMHOfDal7cpDkFVPJM7QKKigI5-rNp77I&dib_tag=se&keywords=smart+lock&qid=1730094008&sprefix=smart+lock%2Caps%2C209&sr=8-159,"navkar systems weatherproof finger card pin remote mobile app access control panel with 2 remotes, can operate any electronic lock using finger card pin remote smart life app",151.0
lacasa,8900,0.0,0,lacasa 14inch smart door lock lc733 | fingerprint | pincode | rfid access card | mechanical key | auto locking | high strength | for home and office(black),https://amazon.in/LACASA-LC733-Fingerprint-Mechanical-Strength/dp/B0CHF7NFGM/ref=sr_1_160?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.RyodSdKikAn7_-41kike1keVNLMDfZH3thFPmK8FqPOE5BXDZJTc4eUhKu-6IOhTVe9h1g86p-g9SDuNX4jD_PF1Vn6b679y33ILJaBcmGXoT0Sf8weOo0nGUFHF8AhtebZ7vDwzQz7-jOoq7Rk6nUHbFGG7XVICymRkHNQoGfA7SNhrqYF7TIW_bxbgdQz3j7xKmd_akjGmLkrqN_BiBNXVIYj8EYN5-aItpvTBOJrpQ2xTiP0NJ6wFbEZz9slI0h7FjHoE0BYII8nV2u1ZPEy_1dvanpglIQyfGgj9yxw.KXF2HN57wMdMHOfDal7cpDkFVPJM7QKKigI5-rNp77I&dib_tag=se&keywords=smart+lock&qid=1730094008&sprefix=smart+lock%2Caps%2C209&sr=8-160,lacasa 14inch smart door lock lc733 | fingerprint | pincode | rfid access card | mechanical key | auto locking | high strength | for home and office(black),152.0
yale,20300,0.0,4,"yale smart lock pro & connect- alexa enabled smart door lock with app access, (grey, free installation)",https://amazon.in/Yale-Smart-Lock-Pro-Mechanical/dp/B07V4L1KC5/ref=sr_1_161?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.RyodSdKikAn7_-41kike1keVNLMDfZH3thFPmK8FqPOE5BXDZJTc4eUhKu-6IOhTVe9h1g86p-g9SDuNX4jD_PF1Vn6b679y33ILJaBcmGXoT0Sf8weOo0nGUFHF8AhtebZ7vDwzQz7-jOoq7Rk6nUHbFGG7XVICymRkHNQoGfA7SNhrqYF7TIW_bxbgdQz3j7xKmd_akjGmLkrqN_BiBNXVIYj8EYN5-aItpvTBOJrpQ2xTiP0NJ6wFbEZz9slI0h7FjHoE0BYII8nV2u1ZPEy_1dvanpglIQyfGgj9yxw.KXF2HN57wMdMHOfDal7cpDkFVPJM7QKKigI5-rNp77I&dib_tag=se&keywords=smart+lock&qid=1730094008&sprefix=smart+lock%2Caps%2C209&sr=8-161,"yale smart lock pro & connect- alexa enabled smart door lock with app access, (grey, free installation)",153.0
dstmlockfty,6985,0.0,0,"fingerprint padlock, padlock with keyless biometric, heavy duty padlock, smart lock with app, bluetooth combination padlock with key, waterproof outdoor padlock, suitable for gates, fence, storage",https://amazon.in/Heavy-Duty-Fingerprint-Padlock-APP/dp/B0C81DZGVV/ref=sr_1_162?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.RyodSdKikAn7_-41kike1keVNLMDfZH3thFPmK8FqPOE5BXDZJTc4eUhKu-6IOhTVe9h1g86p-g9SDuNX4jD_PF1Vn6b679y33ILJaBcmGXoT0Sf8weOo0nGUFHF8AhtebZ7vDwzQz7-jOoq7Rk6nUHbFGG7XVICymRkHNQoGfA7SNhrqYF7TIW_bxbgdQz3j7xKmd_akjGmLkrqN_BiBNXVIYj8EYN5-aItpvTBOJrpQ2xTiP0NJ6wFbEZz9slI0h7FjHoE0BYII8nV2u1ZPEy_1dvanpglIQyfGgj9yxw.KXF2HN57wMdMHOfDal7cpDkFVPJM7QKKigI5-rNp77I&dib_tag=se&keywords=smart+lock&qid=1730094008&sprefix=smart+lock%2Caps%2C209&sr=8-162,"fingerprint padlock, padlock with keyless biometric, heavy duty padlock, smart lock with app, bluetooth combination padlock with key, waterproof outdoor padlock, suitable for gates, fence, storage",154.0
